target_type,target_end_date,location,true_value,location_name,population
Deaths,2021-05-12,GB,15,United Kingdom,66022273
Deaths,2021-05-13,GB,15,United Kingdom,66022273
Deaths,2021-05-14,GB,14,United Kingdom,66022273
Deaths,2021-05-15,GB,15,United Kingdom,66022273
Deaths,2021-05-16,GB,14,United Kingdom,66022273
Deaths,2021-05-17,GB,13,United Kingdom,66022273
Deaths,2021-05-18,GB,11,United Kingdom,66022273
Deaths,2021-05-19,GB,4,United Kingdom,66022273
Deaths,2021-05-20,GB,7,United Kingdom,66022273
Deaths,2021-05-21,GB,18,United Kingdom,66022273
Deaths,2021-05-22,GB,4,United Kingdom,66022273
Deaths,2021-05-23,GB,16,United Kingdom,66022273
Deaths,2021-05-24,GB,16,United Kingdom,66022273
Deaths,2021-05-25,GB,11,United Kingdom,66022273
Deaths,2021-05-26,GB,14,United Kingdom,66022273
Deaths,2021-05-27,GB,8,United Kingdom,66022273
Deaths,2021-05-28,GB,14,United Kingdom,66022273
Deaths,2021-05-29,GB,12,United Kingdom,66022273
Deaths,2021-05-30,GB,9,United Kingdom,66022273
Deaths,2021-05-31,GB,11,United Kingdom,66022273
Deaths,2021-06-01,GB,10,United Kingdom,66022273
Deaths,2021-06-02,GB,12,United Kingdom,66022273
Deaths,2021-06-03,GB,16,United Kingdom,66022273
Deaths,2021-06-04,GB,14,United Kingdom,66022273
Deaths,2021-06-05,GB,7,United Kingdom,66022273
Deaths,2021-06-06,GB,13,United Kingdom,66022273
Deaths,2021-06-07,GB,6,United Kingdom,66022273
Deaths,2021-06-08,GB,15,United Kingdom,66022273
Deaths,2021-06-09,GB,17,United Kingdom,66022273
Deaths,2021-06-10,GB,16,United Kingdom,66022273
Deaths,2021-06-11,GB,13,United Kingdom,66022273
Deaths,2021-06-12,GB,12,United Kingdom,66022273
Deaths,2021-06-13,GB,12,United Kingdom,66022273
Deaths,2021-06-14,GB,13,United Kingdom,66022273
Deaths,2021-06-15,GB,21,United Kingdom,66022273
Deaths,2021-06-16,GB,16,United Kingdom,66022273
Deaths,2021-06-17,GB,9,United Kingdom,66022273
Deaths,2021-06-18,GB,18,United Kingdom,66022273
Deaths,2021-06-19,GB,20,United Kingdom,66022273
Deaths,2021-06-20,GB,22,United Kingdom,66022273
Deaths,2021-06-21,GB,13,United Kingdom,66022273
Deaths,2021-06-22,GB,18,United Kingdom,66022273
Deaths,2021-06-23,GB,9,United Kingdom,66022273
Deaths,2021-06-24,GB,29,United Kingdom,66022273
Deaths,2021-06-25,GB,22,United Kingdom,66022273
Deaths,2021-06-26,GB,17,United Kingdom,66022273
Deaths,2021-06-27,GB,24,United Kingdom,66022273
Deaths,2021-06-28,GB,18,United Kingdom,66022273
Deaths,2021-06-29,GB,24,United Kingdom,66022273
Deaths,2021-06-30,GB,26,United Kingdom,66022273
Deaths,2021-07-01,GB,28,United Kingdom,66022273
Deaths,2021-07-02,GB,32,United Kingdom,66022273
Deaths,2021-07-03,GB,31,United Kingdom,66022273
Deaths,2021-07-04,GB,30,United Kingdom,66022273
Deaths,2021-07-05,GB,29,United Kingdom,66022273
Deaths,2021-07-06,GB,35,United Kingdom,66022273
Deaths,2021-07-07,GB,36,United Kingdom,66022273
Deaths,2021-07-08,GB,42,United Kingdom,66022273
Deaths,2021-07-09,GB,53,United Kingdom,66022273
Deaths,2021-07-10,GB,45,United Kingdom,66022273
Deaths,2021-07-11,GB,36,United Kingdom,66022273
Deaths,2021-07-12,GB,43,United Kingdom,66022273
Deaths,2021-07-13,GB,50,United Kingdom,66022273
Deaths,2021-07-14,GB,47,United Kingdom,66022273
Deaths,2021-07-15,GB,54,United Kingdom,66022273
Deaths,2021-07-16,GB,55,United Kingdom,66022273
Deaths,2021-07-17,GB,60,United Kingdom,66022273
Deaths,2021-07-18,GB,73,United Kingdom,66022273
Deaths,2021-07-19,GB,88,United Kingdom,66022273
Deaths,2021-07-20,GB,68,United Kingdom,66022273
Deaths,2021-07-21,GB,61,United Kingdom,66022273
Deaths,2021-07-22,GB,86,United Kingdom,66022273
Deaths,2021-07-23,GB,83,United Kingdom,66022273
Deaths,2021-07-24,GB,69,United Kingdom,66022273
Deaths,2021-07-25,GB,73,United Kingdom,66022273
Deaths,2021-07-26,GB,79,United Kingdom,66022273
Deaths,2021-07-27,GB,77,United Kingdom,66022273
Deaths,2021-07-28,GB,84,United Kingdom,66022273
Deaths,2021-07-29,GB,88,United Kingdom,66022273
Deaths,2021-07-30,GB,105,United Kingdom,66022273
Deaths,2021-07-31,GB,92,United Kingdom,66022273
Deaths,2021-08-01,GB,97,United Kingdom,66022273
Deaths,2021-08-02,GB,92,United Kingdom,66022273
Deaths,2021-08-03,GB,80,United Kingdom,66022273
Deaths,2021-08-04,GB,92,United Kingdom,66022273
Deaths,2021-08-05,GB,101,United Kingdom,66022273
Deaths,2021-08-06,GB,98,United Kingdom,66022273
Deaths,2021-08-07,GB,106,United Kingdom,66022273
Deaths,2021-08-08,GB,84,United Kingdom,66022273
Deaths,2021-08-09,GB,84,United Kingdom,66022273
Deaths,2021-08-10,GB,85,United Kingdom,66022273
Deaths,2021-08-11,GB,89,United Kingdom,66022273
Deaths,2021-08-12,GB,106,United Kingdom,66022273
Deaths,2021-08-13,GB,98,United Kingdom,66022273
Deaths,2021-08-14,GB,104,United Kingdom,66022273
Deaths,2021-08-15,GB,91,United Kingdom,66022273
Deaths,2021-08-16,GB,89,United Kingdom,66022273
Deaths,2021-08-17,GB,102,United Kingdom,66022273
Deaths,2021-08-18,GB,111,United Kingdom,66022273
Deaths,2021-08-19,GB,115,United Kingdom,66022273
Deaths,2021-08-20,GB,127,United Kingdom,66022273
Deaths,2021-08-21,GB,118,United Kingdom,66022273
Deaths,2021-08-22,GB,129,United Kingdom,66022273
Deaths,2021-08-23,GB,120,United Kingdom,66022273
Deaths,2021-08-24,GB,118,United Kingdom,66022273
Deaths,2021-08-25,GB,108,United Kingdom,66022273
Deaths,2021-08-26,GB,125,United Kingdom,66022273
Deaths,2021-08-27,GB,139,United Kingdom,66022273
Deaths,2021-08-28,GB,134,United Kingdom,66022273
Deaths,2021-08-29,GB,139,United Kingdom,66022273
Deaths,2021-08-30,GB,109,United Kingdom,66022273
Deaths,2021-08-31,GB,128,United Kingdom,66022273
Deaths,2021-09-01,GB,125,United Kingdom,66022273
Deaths,2021-09-02,GB,137,United Kingdom,66022273
Deaths,2021-09-03,GB,152,United Kingdom,66022273
Deaths,2021-09-04,GB,146,United Kingdom,66022273
Deaths,2021-09-05,GB,164,United Kingdom,66022273
Deaths,2021-09-06,GB,157,United Kingdom,66022273
Deaths,2021-09-07,GB,166,United Kingdom,66022273
Deaths,2021-09-08,GB,143,United Kingdom,66022273
Deaths,2021-09-09,GB,180,United Kingdom,66022273
Deaths,2021-09-10,GB,150,United Kingdom,66022273
Deaths,2021-09-11,GB,145,United Kingdom,66022273
Deaths,2021-09-12,GB,141,United Kingdom,66022273
Deaths,2021-09-13,GB,119,United Kingdom,66022273
Deaths,2021-09-14,GB,170,United Kingdom,66022273
Deaths,2021-09-15,GB,169,United Kingdom,66022273
Deaths,2021-09-16,GB,162,United Kingdom,66022273
Deaths,2021-09-17,GB,184,United Kingdom,66022273
Deaths,2021-09-18,GB,137,United Kingdom,66022273
Deaths,2021-09-19,GB,137,United Kingdom,66022273
Deaths,2021-09-20,GB,159,United Kingdom,66022273
Deaths,2021-09-21,GB,139,United Kingdom,66022273
Deaths,2021-09-22,GB,159,United Kingdom,66022273
Deaths,2021-09-23,GB,149,United Kingdom,66022273
Deaths,2021-09-24,GB,141,United Kingdom,66022273
Deaths,2021-09-25,GB,128,United Kingdom,66022273
Deaths,2021-09-26,GB,111,United Kingdom,66022273
Deaths,2021-09-27,GB,127,United Kingdom,66022273
Deaths,2021-09-28,GB,121,United Kingdom,66022273
Deaths,2021-09-29,GB,142,United Kingdom,66022273
Deaths,2021-09-30,GB,129,United Kingdom,66022273
Deaths,2021-10-01,GB,139,United Kingdom,66022273
Deaths,2021-10-02,GB,118,United Kingdom,66022273
Deaths,2021-10-03,GB,107,United Kingdom,66022273
Deaths,2021-10-04,GB,113,United Kingdom,66022273
Deaths,2021-10-05,GB,135,United Kingdom,66022273
Deaths,2021-10-06,GB,114,United Kingdom,66022273
Deaths,2021-10-07,GB,133,United Kingdom,66022273
Deaths,2021-10-08,GB,122,United Kingdom,66022273
Deaths,2021-10-09,GB,121,United Kingdom,66022273
Deaths,2021-10-10,GB,115,United Kingdom,66022273
Deaths,2021-10-11,GB,138,United Kingdom,66022273
Deaths,2021-10-12,GB,136,United Kingdom,66022273
Deaths,2021-10-13,GB,137,United Kingdom,66022273
Deaths,2021-10-14,GB,161,United Kingdom,66022273
Deaths,2021-10-15,GB,140,United Kingdom,66022273
Deaths,2021-10-16,GB,152,United Kingdom,66022273
Deaths,2021-10-17,GB,141,United Kingdom,66022273
Deaths,2021-10-18,GB,139,United Kingdom,66022273
Deaths,2021-10-19,GB,143,United Kingdom,66022273
Deaths,2021-10-20,GB,154,United Kingdom,66022273
Deaths,2021-10-21,GB,165,United Kingdom,66022273
Deaths,2021-10-22,GB,151,United Kingdom,66022273
Deaths,2021-10-23,GB,172,United Kingdom,66022273
Deaths,2021-10-24,GB,167,United Kingdom,66022273
Deaths,2021-10-25,GB,149,United Kingdom,66022273
Deaths,2021-10-26,GB,179,United Kingdom,66022273
Deaths,2021-10-27,GB,177,United Kingdom,66022273
Deaths,2021-10-28,GB,199,United Kingdom,66022273
Deaths,2021-10-29,GB,185,United Kingdom,66022273
Deaths,2021-10-30,GB,165,United Kingdom,66022273
Deaths,2021-10-31,GB,196,United Kingdom,66022273
Deaths,2021-11-01,GB,192,United Kingdom,66022273
Deaths,2021-11-02,GB,165,United Kingdom,66022273
Deaths,2021-11-03,GB,184,United Kingdom,66022273
Deaths,2021-11-04,GB,169,United Kingdom,66022273
Deaths,2021-11-05,GB,166,United Kingdom,66022273
Deaths,2021-11-06,GB,171,United Kingdom,66022273
Deaths,2021-11-07,GB,161,United Kingdom,66022273
Deaths,2021-11-08,GB,161,United Kingdom,66022273
Deaths,2021-11-09,GB,157,United Kingdom,66022273
Deaths,2021-11-10,GB,170,United Kingdom,66022273
Deaths,2021-11-11,GB,158,United Kingdom,66022273
Deaths,2021-11-12,GB,146,United Kingdom,66022273
Deaths,2021-11-13,GB,152,United Kingdom,66022273
Deaths,2021-11-14,GB,134,United Kingdom,66022273
Deaths,2021-11-15,GB,171,United Kingdom,66022273
Deaths,2021-11-16,GB,166,United Kingdom,66022273
Deaths,2021-11-17,GB,127,United Kingdom,66022273
Deaths,2021-11-18,GB,131,United Kingdom,66022273
Deaths,2021-11-19,GB,142,United Kingdom,66022273
Deaths,2021-11-20,GB,143,United Kingdom,66022273
Deaths,2021-11-21,GB,121,United Kingdom,66022273
Deaths,2021-11-22,GB,131,United Kingdom,66022273
Deaths,2021-11-23,GB,150,United Kingdom,66022273
Deaths,2021-11-24,GB,124,United Kingdom,66022273
Deaths,2021-11-25,GB,141,United Kingdom,66022273
Deaths,2021-11-26,GB,132,United Kingdom,66022273
Deaths,2021-11-27,GB,124,United Kingdom,66022273
Deaths,2021-11-28,GB,144,United Kingdom,66022273
Deaths,2021-11-29,GB,144,United Kingdom,66022273
Deaths,2021-11-30,GB,122,United Kingdom,66022273
Deaths,2021-12-01,GB,138,United Kingdom,66022273
Deaths,2021-12-02,GB,123,United Kingdom,66022273
Deaths,2021-12-03,GB,147,United Kingdom,66022273
Deaths,2021-12-04,GB,163,United Kingdom,66022273
Deaths,2021-12-05,GB,117,United Kingdom,66022273
Deaths,2021-12-06,GB,143,United Kingdom,66022273
Deaths,2021-12-07,GB,132,United Kingdom,66022273
Deaths,2021-12-08,GB,133,United Kingdom,66022273
Deaths,2021-12-09,GB,132,United Kingdom,66022273
Deaths,2021-12-10,GB,122,United Kingdom,66022273
Deaths,2021-12-11,GB,109,United Kingdom,66022273
Deaths,2021-12-12,GB,137,United Kingdom,66022273
Deaths,2021-12-13,GB,113,United Kingdom,66022273
Deaths,2021-12-14,GB,152,United Kingdom,66022273
Deaths,2021-12-15,GB,120,United Kingdom,66022273
Deaths,2021-12-16,GB,118,United Kingdom,66022273
Deaths,2021-12-17,GB,131,United Kingdom,66022273
Deaths,2021-12-18,GB,107,United Kingdom,66022273
Deaths,2021-12-19,GB,117,United Kingdom,66022273
Deaths,2021-12-20,GB,136,United Kingdom,66022273
Deaths,2021-12-21,GB,112,United Kingdom,66022273
Deaths,2021-12-22,GB,136,United Kingdom,66022273
Deaths,2021-12-23,GB,136,United Kingdom,66022273
Deaths,2021-12-24,GB,117,United Kingdom,66022273
Deaths,2021-12-25,GB,112,United Kingdom,66022273
Deaths,2021-12-26,GB,116,United Kingdom,66022273
Deaths,2021-12-27,GB,133,United Kingdom,66022273
Deaths,2021-12-28,GB,162,United Kingdom,66022273
Deaths,2021-12-29,GB,132,United Kingdom,66022273
Deaths,2021-12-30,GB,177,United Kingdom,66022273
Deaths,2021-12-31,GB,155,United Kingdom,66022273
Deaths,2022-01-01,GB,176,United Kingdom,66022273
